pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,evolucao 1,evolucao 2,evolucao 3,evolucao 4,evolucao 5,evolucao 6,evolucao 7,evolucao 8,evolucao 9,abilidade 1,abilidade 2,abilidade 3,abilidade 4,abilidade 5,abilidade 6
481,https://pokemondb.net/pokedex/mesprit,Mesprit,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
483,https://pokemondb.net/pokedex/dialga,Dialga,683.0 kg ,5.4 m ,Steel,Dragon,,,,,,,,,,Telepathy,Pressure,,,,
477,https://pokemondb.net/pokedex/dusknoir,Dusknoir,106.6 kg ,2.2 m ,Ghost,,,,,,,,,,,Frisk,Pressure,,,,
476,https://pokemondb.net/pokedex/probopass,Probopass,340.0 kg ,1.4 m ,Rock,Steel,,,,,,,,,,Sand Force,Magnet Pull,Sturdy,,,
480,https://pokemondb.net/pokedex/uxie,Uxie,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
478,https://pokemondb.net/pokedex/froslass,Froslass,26.6 kg ,1.3 m ,Ice,Ghost,,,,,,,,,,Cursed Body,Snow Cloak,,,,
479,https://pokemondb.net/pokedex/rotom,Rotom,0.3 kg ,0.3 m ,Electric,Ghost,,,,,,,,,,Levitate,,,,,
482,https://pokemondb.net/pokedex/azelf,Azelf,0.3 kg ,0.3 m ,Psychic,,,,,,,,,,,Levitate,,,,,
566,https://pokemondb.net/pokedex/archeops,Archeops,32.0 kg ,1.4 m ,Rock,Flying,#0566-Archen-https://pokemondb.net/pokedex/archen,,,,,,,,,Defeatist,,,,,
568,https://pokemondb.net/pokedex/garbodor,Garbodor,107.3 kg ,1.9 m ,Poison,Pokémon Village,#0568-Trubbish-https://pokemondb.net/pokedex/trubbish,,,,,,,,,Aftermath,Weak Armor,Stench,,,
565,https://pokemondb.net/pokedex/carracosta,Carracosta,81.0 kg ,1.2 m ,Water,Rock,,,,,,,,,,Swift Swim,Sturdy,Solid Rock,,,
567,https://pokemondb.net/pokedex/archeops,Archeops,32.0 kg ,1.4 m ,Rock,Flying,,,,,,,,,,Defeatist,,,,,
564,https://pokemondb.net/pokedex/tirtouga,Tirtouga,16.5 kg ,0.7 m ,Water,Rock,#0565-Carracosta-https://pokemondb.net/pokedex/carracosta,,,,,,,,,Swift Swim,Sturdy,Solid Rock,,,
561,https://pokemondb.net/pokedex/sigilyph,Sigilyph,14.0 kg ,1.4 m ,Psychic,Flying,,,,,,,,,,Tinted Lens,Magic Guard,Wonder Skin,,,
563,https://pokemondb.net/pokedex/runerigus,Runerigus,66.6 kg ,1.6 m ,Ground,Ghost,#0562-Yamask-https://pokemondb.net/pokedex/yamask,#0563-Cofagrigus-https://pokemondb.net/pokedex/cofagrigus,,,,,,,,Wandering Spirit,,,,,
562,https://pokemondb.net/pokedex/yamask,Yamask,1.5 kg ,0.5 m ,Ghost,Ghost,,,,,,,,,,Wandering Spirit,Mummy,,,,
647,https://pokemondb.net/pokedex/keldeo,Keldeo,48.5 kg ,1.4 m ,Water,Fighting,,,,,,,,,,Justified,,,,,
643,https://pokemondb.net/pokedex/reshiram,Reshiram,330.0 kg ,3.2 m ,Dragon,Fire,,,,,,,,,,Turboblaze,,,,,
642,https://pokemondb.net/pokedex/thundurus,Thundurus,61.0 kg ,1.5 m ,Electric,Flying,,,,,,,,,,Volt Absorb,Defiant,Prankster,,,
646,https://pokemondb.net/pokedex/kyurem,Kyurem,325.0 kg ,3.0 m ,Dragon,Ice,,,,,,,,,,Teravolt,Turboblaze,Pressure,,,
641,https://pokemondb.net/pokedex/tornadus,Tornadus,63.0 kg ,1.5 m ,Flying,,,,,,,,,,,Regenerator,Defiant,Prankster,,,
640,https://pokemondb.net/pokedex/virizion,Virizion,200.0 kg ,2.0 m ,Grass,Fighting,,,,,,,,,,Justified,,,,,
644,https://pokemondb.net/pokedex/zekrom,Zekrom,345.0 kg ,2.9 m ,Dragon,Electric,,,,,,,,,,Teravolt,,,,,
709,https://pokemondb.net/pokedex/trevenant,Trevenant,71.0 kg ,1.5 m ,Ghost,Grass,,,,,,,,,,Harvest,Frisk,Natural Cure,,,
708,https://pokemondb.net/pokedex/phantump,Phantump,7.0 kg ,0.4 m ,Ghost,Grass,#0709-Trevenant-https://pokemondb.net/pokedex/trevenant,,,,,,,,,Harvest,Frisk,Natural Cure,,,
645,https://pokemondb.net/pokedex/landorus,Landorus,68.0 kg ,1.5 m ,Ground,Flying,,,,,,,,,,Intimidate,Sheer Force,Sand Force,,,
711,https://pokemondb.net/pokedex/gourgeist,Gourgeist,12.5 kg ,0.9 m ,Ghost,Grass,,,,,,,,,,Insomnia,Frisk,Pickup,,,
710,https://pokemondb.net/pokedex/pumpkaboo,Pumpkaboo,5.0 kg ,0.4 m ,Ghost,Grass,#0711-Gourgeist-https://pokemondb.net/pokedex/gourgeist,,,,,,,,,Insomnia,Frisk,Pickup,,,
707,https://pokemondb.net/pokedex/klefki,Klefki,3.0 kg ,0.2 m ,Steel,Fairy,,,,,,,,,,Magician,Prankster,,,,
706,https://pokemondb.net/pokedex/goodra,Goodra,150.5 kg ,2.0 m ,Dragon,Dragon,,,,,,,,,,Gooey,Shell Armor,Sap Sipper,Hydration,,
704,https://pokemondb.net/pokedex/sliggoo,Sliggoo,17.5 kg ,0.8 m ,Dragon,Dragon,#0706-Goodra-https://pokemondb.net/pokedex/goodra,#0704-Goomy-https://pokemondb.net/pokedex/goomy,,,,,,,,Gooey,Shell Armor,Sap Sipper,Hydration,,
705,https://pokemondb.net/pokedex/sliggoo,Sliggoo,17.5 kg ,0.8 m ,Dragon,Dragon,,,,,,,,,,Gooey,Shell Armor,Sap Sipper,Hydration,,
756,https://pokemondb.net/pokedex/shiinotic,Shiinotic,11.5 kg ,1.0 m ,Grass,Fairy,,,,,,,,,,Rain Dish,Effect Spore,Illuminate,,,
753,https://pokemondb.net/pokedex/lurantis,Lurantis,18.5 kg ,0.9 m ,Grass,,#0753-Fomantis-https://pokemondb.net/pokedex/fomantis,,,,,,,,,Contrary,Leaf Guard,,,,
755,https://pokemondb.net/pokedex/morelull,Morelull,1.5 kg ,0.2 m ,Grass,Fairy,#0756-Shiinotic-https://pokemondb.net/pokedex/shiinotic,,,,,,,,,Rain Dish,Effect Spore,Illuminate,,,
754,https://pokemondb.net/pokedex/lurantis,Lurantis,18.5 kg ,0.9 m ,Grass,,,,,,,,,,,Contrary,Leaf Guard,,,,
752,https://pokemondb.net/pokedex/araquanid,Araquanid,82.0 kg ,1.8 m ,Water,Bug,,,,,,,,,,Water Absorb,Water Bubble,,,,
750,https://pokemondb.net/pokedex/mudsdale,Mudsdale,920.0 kg ,2.5 m ,Ground,Blush Mountain,,,,,,,,,,Inner Focus,Stamina,Own Tempo,,,
765,https://pokemondb.net/pokedex/oranguru,Oranguru,76.0 kg ,1.5 m ,Normal,Psychic,,,,,,,,,,Symbiosis,Telepathy,Inner Focus,,,
751,https://pokemondb.net/pokedex/dewpider,Dewpider,4.0 kg ,0.3 m ,Water,Bug,#0752-Araquanid-https://pokemondb.net/pokedex/araquanid,,,,,,,,,Water Absorb,Water Bubble,,,,
791,https://pokemondb.net/pokedex/solgaleo,Solgaleo,230.0 kg ,3.4 m ,Psychic,Steel,,,,,,,,,,Full Metal Body,,,,,
790,https://pokemondb.net/pokedex/cosmoem,Cosmoem,999.9 kg ,0.1 m ,Psychic,,,,,,,,,,,Sturdy,,,,,
802,https://pokemondb.net/pokedex/marshadow,Marshadow,22.2 kg ,0.7 m ,Fighting,Ghost,,,,,,,,,,Technician,,,,,
800,https://pokemondb.net/pokedex/necrozma,Necrozma,230.0 kg ,2.4 m ,Psychic,Steel,,,,,,,,,,Neuroforce,Prism Armor,,,,
801,https://pokemondb.net/pokedex/magearna,Magearna,80.5 kg ,1.0 m ,Steel,Fairy,,,,,,,,,,Soul-Heart,,,,,
799,https://pokemondb.net/pokedex/guzzlord,Guzzlord,888.0 kg ,5.5 m ,Dark,Dragon,,,,,,,,,,Beast Boost,,,,,
798,https://pokemondb.net/pokedex/kartana,Kartana,0.1 kg ,0.3 m ,Grass,Steel,,,,,,,,,,Beast Boost,,,,,
803,https://pokemondb.net/pokedex/naganadel,Naganadel,150.0 kg ,3.6 m ,Poison,Dragon,#0803-Poipole-https://pokemondb.net/pokedex/poipole,,,,,,,,,Beast Boost,,,,,
817,https://pokemondb.net/pokedex/drizzile,Drizzile,11.5 kg ,0.7 m ,Water,,,,,,,,,,,Sniper,Torrent,,,,
823,https://pokemondb.net/pokedex/corviknight,Corviknight,75.0 kg ,2.2 m ,Flying,Steel,,,,,,,,,,Mirror Armor,Unnerve,Pressure,,,
821,https://pokemondb.net/pokedex/corvisquire,Corvisquire,16.0 kg ,0.8 m ,Flying,,#0823-Corviknight-https://pokemondb.net/pokedex/corviknight,#0821-Rookidee-https://pokemondb.net/pokedex/rookidee,,,,,,,,Big Pecks,Unnerve,Keen Eye,,,
822,https://pokemondb.net/pokedex/corvisquire,Corvisquire,16.0 kg ,0.8 m ,Flying,,,,,,,,,,,Big Pecks,Unnerve,Keen Eye,,,
847,https://pokemondb.net/pokedex/barraskewda,Barraskewda,30.0 kg ,1.3 m ,Water,,,,,,,,,,,Propeller Tail,Swift Swim,,,,
827,https://pokemondb.net/pokedex/thievul,Thievul,19.9 kg ,1.2 m ,Dark,,#0827-Nickit-https://pokemondb.net/pokedex/nickit,,,,,,,,,Stakeout,Unburden,Run Away,,,
826,https://pokemondb.net/pokedex/orbeetle,Orbeetle,40.8 kg ,0.4 m ,Bug,Psychic,,,,,,,,,,Telepathy,Frisk,Swarm,,,
825,https://pokemondb.net/pokedex/dottler,Dottler,19.5 kg ,0.4 m ,Bug,Psychic,,,,,,,,,,Telepathy,Compound Eyes,Swarm,,,
824,https://pokemondb.net/pokedex/blipbug,Blipbug,8.0 kg ,0.4 m ,Bug,,#0826-Orbeetle-https://pokemondb.net/pokedex/orbeetle,#0825-Dottler-https://pokemondb.net/pokedex/dottler,,,,,,,,Telepathy,Compound Eyes,Swarm,,,
876,https://pokemondb.net/pokedex/indeedee,Indeedee,28.0 kg ,0.9 m ,Psychic,Normal,,,,,,,,,,Psychic Surge,Synchronize,Own Tempo,Inner Focus,,
877,https://pokemondb.net/pokedex/morpeko,Morpeko,3.0 kg ,0.3 m ,Electric,Dark,,,,,,,,,,Hunger Switch,,,,,
875,https://pokemondb.net/pokedex/eiscue,Eiscue,89.0 kg ,1.4 m ,Ice,Lake of Outrage,,,,,,,,,,Ice Face,,,,,
873,https://pokemondb.net/pokedex/frosmoth,Frosmoth,42.0 kg ,1.3 m ,Ice,Bug,,,,,,,,,,Ice Scales,Shield Dust,,,,
931,https://pokemondb.net/pokedex/squawkabilly,Squawkabilly,2.4 kg ,0.6 m ,Normal,Flying,,,,,,,,,,Sheer Force,Hustle,Intimidate,Guts,,
872,https://pokemondb.net/pokedex/snom,Snom,3.8 kg ,0.3 m ,Ice,Bug,#0873-Frosmoth-https://pokemondb.net/pokedex/frosmoth,,,,,,,,,Ice Scales,Shield Dust,,,,
871,https://pokemondb.net/pokedex/pincurchin,Pincurchin,1.0 kg ,0.3 m ,Electric,,,,,,,,,,,Electric Surge,Lightning Rod,,,,
870,https://pokemondb.net/pokedex/falinks,Falinks,62.0 kg ,3.0 m ,Fighting,,,,,,,,,,,Defiant,Battle Armor,,,,
928,https://pokemondb.net/pokedex/dolliv,Dolliv,11.9 kg ,0.6 m ,Grass,Normal,#0930-Arboliva-https://pokemondb.net/pokedex/arboliva,#0928-Smoliv-https://pokemondb.net/pokedex/smoliv,,,,,,,,Harvest,Early Bird,,,,
930,https://pokemondb.net/pokedex/arboliva,Arboliva,48.2 kg ,1.4 m ,Grass,Normal,,,,,,,,,,Harvest,Seed Sower,,,,
874,https://pokemondb.net/pokedex/stonjourner,Stonjourner,520.0 kg ,2.5 m ,Rock,,,,,,,,,,,Power Spot,,,,,
955,https://pokemondb.net/pokedex/espathra,Espathra,90.0 kg ,1.9 m ,Psychic,,#0955-Flittle-https://pokemondb.net/pokedex/flittle,,,,,,,,,Speed Boost,Frisk,Opportunist,,,
954,https://pokemondb.net/pokedex/rabsca,Rabsca,3.5 kg ,0.3 m ,Bug,Psychic,,,,,,,,,,Telepathy,Synchronize,,,,
957,https://pokemondb.net/pokedex/tinkatuff,Tinkatuff,59.1 kg ,0.7 m ,Fairy,Steel,#0959-Tinkaton-https://pokemondb.net/pokedex/tinkaton,#0957-Tinkatink-https://pokemondb.net/pokedex/tinkatink,,,,,,,,Pickpocket,Own Tempo,Mold Breaker,,,
956,https://pokemondb.net/pokedex/espathra,Espathra,90.0 kg ,1.9 m ,Psychic,,,,,,,,,,,Speed Boost,Frisk,Opportunist,,,
988,https://pokemondb.net/pokedex/slither-wing,Slither Wing,92.0 kg ,3.2 m ,Bug,Fighting,,,,,,,,,,Protosynthesis,,,,,
1025,https://pokemondb.net/pokedex/pecharunt,Pecharunt,0.3 kg ,0.3 m ,Poison,Ghost,,,,,,,,,,Poison Puppeteer,,,,,
999,https://pokemondb.net/pokedex/gholdengo,Gholdengo,30.0 kg ,1.2 m ,Steel,Ghost,#0999-Gimmighoul-https://pokemondb.net/pokedex/gimmighoul,,,,,,,,,Good as Gold,,,,,
998,https://pokemondb.net/pokedex/baxcalibur,Baxcalibur,210.0 kg ,2.1 m ,Dragon,Ice,,,,,,,,,,Ice Body,Thermal Exchange,,,,
1024,https://pokemondb.net/pokedex/terapagos,Terapagos,6.5 kg ,0.2 m ,Normal,,,,,,,,,,,Teraform Zero,Tera Shell,Tera Shift,,,
1022,https://pokemondb.net/pokedex/iron-boulder,Iron Boulder,162.5 kg ,1.5 m ,Rock,Psychic,,,,,,,,,,Quark Drive,,,,,
929,https://pokemondb.net/pokedex/dolliv,Dolliv,11.9 kg ,0.6 m ,Grass,Normal,,,,,,,,,,Harvest,Early Bird,,,,
1023,https://pokemondb.net/pokedex/iron-crown,Iron Crown,156.0 kg ,1.6 m ,Steel,Psychic,,,,,,,,,,Quark Drive,,,,,
1021,https://pokemondb.net/pokedex/raging-bolt,Raging Bolt,480.0 kg ,5.2 m ,Electric,Dragon,,,,,,,,,,Protosynthesis,,,,,
1020,https://pokemondb.net/pokedex/gouging-fire,Gouging Fire,590.0 kg ,3.5 m ,Fire,Dragon,,,,,,,,,,Protosynthesis,,,,,
1019,https://pokemondb.net/pokedex/hydrapple,Hydrapple,93.0 kg ,1.8 m ,Grass,Dragon,,,,,,,,,,Sticky Hold,Regenerator,Supersweet Syrup,,,
1018,https://pokemondb.net/pokedex/archaludon,Archaludon,60.0 kg ,2.0 m ,Steel,Dragon,,,,,,,,,,Stalwart,Sturdy,Stamina,,,
1017,https://pokemondb.net/pokedex/ogerpon,Ogerpon,39.8 kg ,1.2 m ,Grass,Water,,,,,,,,,,Embody Aspect,Sturdy,Mold Breaker,Water Absorb,Defiant,
1016,https://pokemondb.net/pokedex/fezandipiti,Fezandipiti,30.1 kg ,1.4 m ,Poison,Fairy,,,,,,,,,,Technician,Toxic Chain,,,,
1015,https://pokemondb.net/pokedex/munkidori,Munkidori,12.2 kg ,1.0 m ,Poison,Psychic,,,,,,,,,,Frisk,Toxic Chain,,,,
1014,https://pokemondb.net/pokedex/okidogi,Okidogi,92.0 kg ,1.8 m ,Poison,Fighting,,,,,,,,,,Guard Dog,Toxic Chain,,,,
1012,https://pokemondb.net/pokedex/sinistcha,Sinistcha,2.2 kg ,0.2 m ,Grass,Ghost,#1012-Poltchageist-https://pokemondb.net/pokedex/poltchageist,,,,,,,,,Heatproof,Hospitality,,,,
1013,https://pokemondb.net/pokedex/sinistcha,Sinistcha,2.2 kg ,0.2 m ,Grass,Ghost,,,,,,,,,,Heatproof,Hospitality,,,,
1011,https://pokemondb.net/pokedex/dipplin,Dipplin,4.4 kg ,0.4 m ,Grass,Dragon,,,,,,,,,,Sticky Hold,Gluttony,Supersweet Syrup,,,
1010,https://pokemondb.net/pokedex/iron-leaves,Iron Leaves,125.0 kg ,1.5 m ,Grass,Psychic,,,,,,,,,,Quark Drive,,,,,
