pokemon_id,url_page,pokemon_name,peso,altura,tipo 1,tipo 2,abilities,evolutions
0148,https://pokemondb.net/pokedex/dragonair,Dragonair,16.5 kg (36.4 lbs),4.0 m (13′01″),Dragon,,Shed Skin|Marvel Scale|,#0147-Dratini-https://pokemondb.net/pokedex/dratini|#0147-Dratini-https://pokemondb.net/pokedex/dratini|#0148-Dragonair-https://pokemondb.net/pokedex/dragonair|#0149-Dragonite-https://pokemondb.net/pokedex/dragonite|
0166,https://pokemondb.net/pokedex/ledian,Ledian,35.6 kg (78.5 lbs),1.4 m (4′07″),Bug,Flying,Swarm|Early Bird|Iron Fist|,#0165-Ledyba-https://pokemondb.net/pokedex/ledyba|#0165-Ledyba-https://pokemondb.net/pokedex/ledyba|#0166-Ledian-https://pokemondb.net/pokedex/ledian|
0193,https://pokemondb.net/pokedex/yanma,Yanma,38.0 kg (83.8 lbs),1.2 m (3′11″),Bug,Flying,Speed Boost|Compound Eyes|Frisk|,#0193-Yanma-https://pokemondb.net/pokedex/yanma|#0193-Yanma-https://pokemondb.net/pokedex/yanma|#0469-Yanmega-https://pokemondb.net/pokedex/yanmega|
0195,https://pokemondb.net/pokedex/quagsire,Quagsire,75.0 kg (165.3 lbs),1.4 m (4′07″),Water,Ground,Damp|Water Absorb|Unaware|,#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0195-Quagsire-https://pokemondb.net/pokedex/quagsire|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0980-Clodsire-https://pokemondb.net/pokedex/clodsire|
0181,https://pokemondb.net/pokedex/ampharos,Ampharos,61.5 kg (135.6 lbs),1.4 m (4′07″),Electric,Dragon,Static|Plus|Mold Breaker|,#0179-Mareep-https://pokemondb.net/pokedex/mareep|#0179-Mareep-https://pokemondb.net/pokedex/mareep|#0180-Flaaffy-https://pokemondb.net/pokedex/flaaffy|#0181-Ampharos-https://pokemondb.net/pokedex/ampharos|
0191,https://pokemondb.net/pokedex/sunkern,Sunkern,1.8 kg (4.0 lbs),0.3 m (1′00″),Grass,,Chlorophyll|Solar Power|Early Bird|,#0191-Sunkern-https://pokemondb.net/pokedex/sunkern|#0191-Sunkern-https://pokemondb.net/pokedex/sunkern|#0192-Sunflora-https://pokemondb.net/pokedex/sunflora|
0194,https://pokemondb.net/pokedex/wooper,Wooper,8.5 kg (18.7 lbs),0.4 m (1′04″),Water,Ground,Damp|Water Absorb|Unaware|Poison Point|Water Absorb|Unaware|,#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0195-Quagsire-https://pokemondb.net/pokedex/quagsire|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0194-Wooper-https://pokemondb.net/pokedex/wooper|#0980-Clodsire-https://pokemondb.net/pokedex/clodsire|
0192,https://pokemondb.net/pokedex/sunflora,Sunflora,8.5 kg (18.7 lbs),0.8 m (2′07″),Grass,,Chlorophyll|Solar Power|Early Bird|,#0191-Sunkern-https://pokemondb.net/pokedex/sunkern|#0191-Sunkern-https://pokemondb.net/pokedex/sunkern|#0192-Sunflora-https://pokemondb.net/pokedex/sunflora|
0196,https://pokemondb.net/pokedex/espeon,Espeon,26.5 kg (58.4 lbs),0.9 m (2′11″),Psychic,,Synchronize|Magic Bounce|,#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0134-Vaporeon-https://pokemondb.net/pokedex/vaporeon|#0134-Vaporeon-https://pokemondb.net/pokedex/vaporeon|#0135-Jolteon-https://pokemondb.net/pokedex/jolteon|#0135-Jolteon-https://pokemondb.net/pokedex/jolteon|#0136-Flareon-https://pokemondb.net/pokedex/flareon|#0136-Flareon-https://pokemondb.net/pokedex/flareon|#0134-Vaporeon-https://pokemondb.net/pokedex/vaporeon|#0134-Vaporeon-https://pokemondb.net/pokedex/vaporeon|#0135-Jolteon-https://pokemondb.net/pokedex/jolteon|#0135-Jolteon-https://pokemondb.net/pokedex/jolteon|#0136-Flareon-https://pokemondb.net/pokedex/flareon|#0136-Flareon-https://pokemondb.net/pokedex/flareon|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0196-Espeon-https://pokemondb.net/pokedex/espeon|#0196-Espeon-https://pokemondb.net/pokedex/espeon|#0197-Umbreon-https://pokemondb.net/pokedex/umbreon|#0197-Umbreon-https://pokemondb.net/pokedex/umbreon|#0196-Espeon-https://pokemondb.net/pokedex/espeon|#0196-Espeon-https://pokemondb.net/pokedex/espeon|#0197-Umbreon-https://pokemondb.net/pokedex/umbreon|#0197-Umbreon-https://pokemondb.net/pokedex/umbreon|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0470-Leafeon-https://pokemondb.net/pokedex/leafeon|#0470-Leafeon-https://pokemondb.net/pokedex/leafeon|#0471-Glaceon-https://pokemondb.net/pokedex/glaceon|#0471-Glaceon-https://pokemondb.net/pokedex/glaceon|#0470-Leafeon-https://pokemondb.net/pokedex/leafeon|#0470-Leafeon-https://pokemondb.net/pokedex/leafeon|#0471-Glaceon-https://pokemondb.net/pokedex/glaceon|#0471-Glaceon-https://pokemondb.net/pokedex/glaceon|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0133-Eevee-https://pokemondb.net/pokedex/eevee|#0700-Sylveon-https://pokemondb.net/pokedex/sylveon|
0257,https://pokemondb.net/pokedex/blaziken,Blaziken,52.0 kg (114.6 lbs),1.9 m (6′03″),Fire,Fighting,Blaze|Speed Boost|Speed Boost|,#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0256-Combusken-https://pokemondb.net/pokedex/combusken|#0257-Blaziken-https://pokemondb.net/pokedex/blaziken|
0256,https://pokemondb.net/pokedex/combusken,Combusken,19.5 kg (43.0 lbs),0.9 m (2′11″),Fire,Fighting,Blaze|Speed Boost|,#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0256-Combusken-https://pokemondb.net/pokedex/combusken|#0257-Blaziken-https://pokemondb.net/pokedex/blaziken|
0254,https://pokemondb.net/pokedex/sceptile,Sceptile,52.2 kg (115.1 lbs),1.7 m (5′07″),Grass,Dragon,Overgrow|Unburden|Lightning Rod|,#0252-Treecko-https://pokemondb.net/pokedex/treecko|#0252-Treecko-https://pokemondb.net/pokedex/treecko|#0253-Grovyle-https://pokemondb.net/pokedex/grovyle|#0254-Sceptile-https://pokemondb.net/pokedex/sceptile|
0258,https://pokemondb.net/pokedex/mudkip,Mudkip,7.6 kg (16.8 lbs),0.4 m (1′04″),Water,,Torrent|Damp|,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp|#0260-Swampert-https://pokemondb.net/pokedex/swampert|
0255,https://pokemondb.net/pokedex/torchic,Torchic,2.5 kg (5.5 lbs),0.4 m (1′04″),Fire,,Blaze|Speed Boost|,#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0255-Torchic-https://pokemondb.net/pokedex/torchic|#0256-Combusken-https://pokemondb.net/pokedex/combusken|#0257-Blaziken-https://pokemondb.net/pokedex/blaziken|
0260,https://pokemondb.net/pokedex/swampert,Swampert,81.9 kg (180.6 lbs),1.5 m (4′11″),Water,Ground,Torrent|Damp|Swift Swim|,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp|#0260-Swampert-https://pokemondb.net/pokedex/swampert|
0259,https://pokemondb.net/pokedex/marshtomp,Marshtomp,28.0 kg (61.7 lbs),0.7 m (2′04″),Water,Ground,Torrent|Damp|,#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0258-Mudkip-https://pokemondb.net/pokedex/mudkip|#0259-Marshtomp-https://pokemondb.net/pokedex/marshtomp|#0260-Swampert-https://pokemondb.net/pokedex/swampert|
0222,https://pokemondb.net/pokedex/corsola,Corsola,5.0 kg (11.0 lbs),0.6 m (2′00″),Water,Rock,Hustle|Natural Cure|Regenerator|Weak Armor|Cursed Body|,#0222-Corsola-https://pokemondb.net/pokedex/corsola|#0222-Corsola-https://pokemondb.net/pokedex/corsola|#0864-Cursola-https://pokemondb.net/pokedex/cursola|
0346,https://pokemondb.net/pokedex/cradily,Cradily,60.4 kg (133.2 lbs),1.5 m (4′11″),Rock,Grass,Suction Cups|Storm Drain|,#0345-Lileep-https://pokemondb.net/pokedex/lileep|#0345-Lileep-https://pokemondb.net/pokedex/lileep|#0346-Cradily-https://pokemondb.net/pokedex/cradily|
0340,https://pokemondb.net/pokedex/whiscash,Whiscash,23.6 kg (52.0 lbs),0.9 m (2′11″),Water,Ground,Oblivious|Anticipation|Hydration|,#0339-Barboach-https://pokemondb.net/pokedex/barboach|#0339-Barboach-https://pokemondb.net/pokedex/barboach|#0340-Whiscash-https://pokemondb.net/pokedex/whiscash|
0345,https://pokemondb.net/pokedex/lileep,Lileep,23.8 kg (52.5 lbs),1.0 m (3′03″),Rock,Grass,Suction Cups|Storm Drain|,#0345-Lileep-https://pokemondb.net/pokedex/lileep|#0345-Lileep-https://pokemondb.net/pokedex/lileep|#0346-Cradily-https://pokemondb.net/pokedex/cradily|
0344,https://pokemondb.net/pokedex/claydol,Claydol,108.0 kg (238.1 lbs),1.5 m (4′11″),Ground,Psychic,Levitate|,#0343-Baltoy-https://pokemondb.net/pokedex/baltoy|#0343-Baltoy-https://pokemondb.net/pokedex/baltoy|#0344-Claydol-https://pokemondb.net/pokedex/claydol|
0342,https://pokemondb.net/pokedex/crawdaunt,Crawdaunt,32.8 kg (72.3 lbs),1.1 m (3′07″),Water,Dark,Hyper Cutter|Shell Armor|Adaptability|,#0341-Corphish-https://pokemondb.net/pokedex/corphish|#0341-Corphish-https://pokemondb.net/pokedex/corphish|#0342-Crawdaunt-https://pokemondb.net/pokedex/crawdaunt|
0341,https://pokemondb.net/pokedex/corphish,Corphish,11.5 kg (25.4 lbs),0.6 m (2′00″),Water,,Hyper Cutter|Shell Armor|Adaptability|,#0341-Corphish-https://pokemondb.net/pokedex/corphish|#0341-Corphish-https://pokemondb.net/pokedex/corphish|#0342-Crawdaunt-https://pokemondb.net/pokedex/crawdaunt|
0343,https://pokemondb.net/pokedex/baltoy,Baltoy,21.5 kg (47.4 lbs),0.5 m (1′08″),Ground,Psychic,Levitate|,#0343-Baltoy-https://pokemondb.net/pokedex/baltoy|#0343-Baltoy-https://pokemondb.net/pokedex/baltoy|#0344-Claydol-https://pokemondb.net/pokedex/claydol|
0394,https://pokemondb.net/pokedex/prinplup,Prinplup,23.0 kg (50.7 lbs),0.8 m (2′07″),Water,,Torrent|Defiant|,#0393-Piplup-https://pokemondb.net/pokedex/piplup|#0393-Piplup-https://pokemondb.net/pokedex/piplup|#0394-Prinplup-https://pokemondb.net/pokedex/prinplup|#0395-Empoleon-https://pokemondb.net/pokedex/empoleon|
0392,https://pokemondb.net/pokedex/infernape,Infernape,55.0 kg (121.3 lbs),1.2 m (3′11″),Fire,Fighting,Blaze|Iron Fist|,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0391-Monferno-https://pokemondb.net/pokedex/monferno|#0392-Infernape-https://pokemondb.net/pokedex/infernape|
0388,https://pokemondb.net/pokedex/grotle,Grotle,97.0 kg (213.8 lbs),1.1 m (3′07″),Grass,,Overgrow|Shell Armor|,#0387-Turtwig-https://pokemondb.net/pokedex/turtwig|#0387-Turtwig-https://pokemondb.net/pokedex/turtwig|#0388-Grotle-https://pokemondb.net/pokedex/grotle|#0389-Torterra-https://pokemondb.net/pokedex/torterra|
0391,https://pokemondb.net/pokedex/monferno,Monferno,22.0 kg (48.5 lbs),0.9 m (2′11″),Fire,Fighting,Blaze|Iron Fist|,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0391-Monferno-https://pokemondb.net/pokedex/monferno|#0392-Infernape-https://pokemondb.net/pokedex/infernape|
0390,https://pokemondb.net/pokedex/chimchar,Chimchar,6.2 kg (13.7 lbs),0.5 m (1′08″),Fire,,Blaze|Iron Fist|,#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0390-Chimchar-https://pokemondb.net/pokedex/chimchar|#0391-Monferno-https://pokemondb.net/pokedex/monferno|#0392-Infernape-https://pokemondb.net/pokedex/infernape|
0389,https://pokemondb.net/pokedex/torterra,Torterra,310.0 kg (683.4 lbs),2.2 m (7′03″),Grass,Ground,Overgrow|Shell Armor|,#0387-Turtwig-https://pokemondb.net/pokedex/turtwig|#0387-Turtwig-https://pokemondb.net/pokedex/turtwig|#0388-Grotle-https://pokemondb.net/pokedex/grotle|#0389-Torterra-https://pokemondb.net/pokedex/torterra|
0339,https://pokemondb.net/pokedex/barboach,Barboach,1.9 kg (4.2 lbs),0.4 m (1′04″),Water,Ground,Oblivious|Anticipation|Hydration|,#0339-Barboach-https://pokemondb.net/pokedex/barboach|#0339-Barboach-https://pokemondb.net/pokedex/barboach|#0340-Whiscash-https://pokemondb.net/pokedex/whiscash|
0393,https://pokemondb.net/pokedex/piplup,Piplup,5.2 kg (11.5 lbs),0.4 m (1′04″),Water,,Torrent|Defiant|,#0393-Piplup-https://pokemondb.net/pokedex/piplup|#0393-Piplup-https://pokemondb.net/pokedex/piplup|#0394-Prinplup-https://pokemondb.net/pokedex/prinplup|#0395-Empoleon-https://pokemondb.net/pokedex/empoleon|
0433,https://pokemondb.net/pokedex/chingling,Chingling,0.6 kg (1.3 lbs),0.2 m (0′08″),Psychic,Mt. Coronet,Levitate|,#0433-Chingling-https://pokemondb.net/pokedex/chingling|#0433-Chingling-https://pokemondb.net/pokedex/chingling|#0358-Chimecho-https://pokemondb.net/pokedex/chimecho|
0432,https://pokemondb.net/pokedex/purugly,Purugly,43.8 kg (96.6 lbs),1.0 m (3′03″),Normal,229,Thick Fat|Own Tempo|Defiant|,#0431-Glameow-https://pokemondb.net/pokedex/glameow|#0431-Glameow-https://pokemondb.net/pokedex/glameow|#0432-Purugly-https://pokemondb.net/pokedex/purugly|
0434,https://pokemondb.net/pokedex/stunky,Stunky,19.2 kg (42.3 lbs),0.4 m (1′04″),Poison,Dark,Stench|Aftermath|Keen Eye|,#0434-Stunky-https://pokemondb.net/pokedex/stunky|#0434-Stunky-https://pokemondb.net/pokedex/stunky|#0435-Skuntank-https://pokemondb.net/pokedex/skuntank|
0430,https://pokemondb.net/pokedex/honchkrow,Honchkrow,27.3 kg (60.2 lbs),0.9 m (2′11″),Dark,Flying,Insomnia|Super Luck|Moxie|,#0198-Murkrow-https://pokemondb.net/pokedex/murkrow|#0198-Murkrow-https://pokemondb.net/pokedex/murkrow|#0430-Honchkrow-https://pokemondb.net/pokedex/honchkrow|
0428,https://pokemondb.net/pokedex/lopunny,Lopunny,33.3 kg (73.4 lbs),1.2 m (3′11″),Normal,Fighting,Cute Charm|Klutz|Limber|Scrappy|,#0427-Buneary-https://pokemondb.net/pokedex/buneary|#0427-Buneary-https://pokemondb.net/pokedex/buneary|#0428-Lopunny-https://pokemondb.net/pokedex/lopunny|
0427,https://pokemondb.net/pokedex/buneary,Buneary,5.5 kg (12.1 lbs),0.4 m (1′04″),Normal,,Run Away|Klutz|Limber|,#0427-Buneary-https://pokemondb.net/pokedex/buneary|#0427-Buneary-https://pokemondb.net/pokedex/buneary|#0428-Lopunny-https://pokemondb.net/pokedex/lopunny|
0431,https://pokemondb.net/pokedex/glameow,Glameow,3.9 kg (8.6 lbs),0.5 m (1′08″),Normal,222,Limber|Own Tempo|Keen Eye|,#0431-Glameow-https://pokemondb.net/pokedex/glameow|#0431-Glameow-https://pokemondb.net/pokedex/glameow|#0432-Purugly-https://pokemondb.net/pokedex/purugly|
0429,https://pokemondb.net/pokedex/mismagius,Mismagius,4.4 kg (9.7 lbs),0.9 m (2′11″),Ghost,,Levitate|,#0200-Misdreavus-https://pokemondb.net/pokedex/misdreavus|#0200-Misdreavus-https://pokemondb.net/pokedex/misdreavus|#0429-Mismagius-https://pokemondb.net/pokedex/mismagius|
0481,https://pokemondb.net/pokedex/mesprit,Mesprit,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,Levitate|,
0483,https://pokemondb.net/pokedex/dialga,Dialga,683.0 kg (1505.8 lbs),5.4 m (17′09″),Steel,Dragon,Pressure|Telepathy|Pressure|Telepathy|,
0477,https://pokemondb.net/pokedex/dusknoir,Dusknoir,106.6 kg (235.0 lbs),2.2 m (7′03″),Ghost,,Pressure|Frisk|,#0355-Duskull-https://pokemondb.net/pokedex/duskull|#0355-Duskull-https://pokemondb.net/pokedex/duskull|#0356-Dusclops-https://pokemondb.net/pokedex/dusclops|#0477-Dusknoir-https://pokemondb.net/pokedex/dusknoir|
0476,https://pokemondb.net/pokedex/probopass,Probopass,340.0 kg (749.6 lbs),1.4 m (4′07″),Rock,Steel,Sturdy|Magnet Pull|Sand Force|,#0299-Nosepass-https://pokemondb.net/pokedex/nosepass|#0299-Nosepass-https://pokemondb.net/pokedex/nosepass|#0476-Probopass-https://pokemondb.net/pokedex/probopass|
0480,https://pokemondb.net/pokedex/uxie,Uxie,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,Levitate|,
0478,https://pokemondb.net/pokedex/froslass,Froslass,26.6 kg (58.6 lbs),1.3 m (4′03″),Ice,Ghost,Snow Cloak|Cursed Body|,#0361-Snorunt-https://pokemondb.net/pokedex/snorunt|#0361-Snorunt-https://pokemondb.net/pokedex/snorunt|#0362-Glalie-https://pokemondb.net/pokedex/glalie|#0362-Glalie-https://pokemondb.net/pokedex/glalie|#0478-Froslass-https://pokemondb.net/pokedex/froslass|#0478-Froslass-https://pokemondb.net/pokedex/froslass|#0362-Glalie-https://pokemondb.net/pokedex/glalie|#0362-Glalie-https://pokemondb.net/pokedex/glalie|#0478-Froslass-https://pokemondb.net/pokedex/froslass|#0478-Froslass-https://pokemondb.net/pokedex/froslass|
0479,https://pokemondb.net/pokedex/rotom,Rotom,0.3 kg (0.7 lbs),0.3 m (1′00″),Electric,Ghost,Levitate|Levitate|Levitate|Levitate|Levitate|Levitate|,
0482,https://pokemondb.net/pokedex/azelf,Azelf,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,Levitate|,
0566,https://pokemondb.net/pokedex/archen,Archen,9.5 kg (20.9 lbs),0.5 m (1′08″),Rock,Flying,Defeatist|,#0566-Archen-https://pokemondb.net/pokedex/archen|#0566-Archen-https://pokemondb.net/pokedex/archen|#0567-Archeops-https://pokemondb.net/pokedex/archeops|
